index,timestamp,HAES (Ukraina)_Zheshuv (Polscha) PX,HAES (Ukraina)_Zheshuv (Polscha) NTC,HAES (Ukraina)_Zheshuv (Polscha) AC,Moldova_Ukraina PX,Moldova_Ukraina NTC,Moldova_Ukraina AC,Rumunіja_Ukraina PX,Rumunіja_Ukraina NTC,Rumunіja_Ukraina AC,Slovachchina_Ukraina PX,Slovachchina_Ukraina NTC,Slovachchina_Ukraina AC,Ugorschina_Ukraina PX,Ugorschina_Ukraina NTC,Ugorschina_Ukraina AC,Ukraina_Moldova PX,Ukraina_Moldova NTC,Ukraina_Moldova AC,Ukraina_Polscha PX,Ukraina_Polscha NTC,Ukraina_Polscha AC,Ukraina_Rumunіja PX,Ukraina_Rumunіja NTC,Ukraina_Rumunіja AC,Ukraina_Slovachchina PX,Ukraina_Slovachchina NTC,Ukraina_Slovachchina AC,Ukraina_Slovachchina35 PX,Ukraina_Slovachchina35 NTC,Ukraina_Slovachchina35 AC,Ukraina_Ugorschina PX,Ukraina_Ugorschina NTC,Ukraina_Ugorschina AC,Zheshuv (Polscha)_HAES (Ukraina) PX,Zheshuv (Polscha)_HAES (Ukraina) NTC,Zheshuv (Polscha)_HAES (Ukraina) AC
1651341600,2022-04-30 00:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651345200,2022-04-30 01:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651348800,2022-04-30 02:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651352400,2022-04-30 03:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651356000,2022-04-30 04:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651359600,2022-04-30 05:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651363200,2022-04-30 06:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651366800,2022-04-30 07:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651370400,2022-04-30 08:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651374000,2022-04-30 09:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651377600,2022-04-30 10:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651381200,2022-04-30 11:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651384800,2022-04-30 12:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651388400,2022-04-30 13:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651392000,2022-04-30 14:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651395600,2022-04-30 15:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651399200,2022-04-30 16:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,300,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651402800,2022-04-30 17:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651406400,2022-04-30 18:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651410000,2022-04-30 19:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651413600,2022-04-30 20:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651417200,2022-04-30 21:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651420800,2022-04-30 22:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651424400,2022-04-30 23:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651428000,2022-05-01 00:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651431600,2022-05-01 01:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651435200,2022-05-01 02:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651438800,2022-05-01 03:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651442400,2022-05-01 04:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651446000,2022-05-01 05:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651449600,2022-05-01 06:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651453200,2022-05-01 07:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651456800,2022-05-01 08:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651460400,2022-05-01 09:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651464000,2022-05-01 10:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651467600,2022-05-01 11:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651471200,2022-05-01 12:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651474800,2022-05-01 13:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651478400,2022-05-01 14:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651482000,2022-05-01 15:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651485600,2022-05-01 16:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651489200,2022-05-01 17:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651492800,2022-05-01 18:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651496400,2022-05-01 19:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651500000,2022-05-01 20:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651503600,2022-05-01 21:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651507200,2022-05-01 22:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651510800,2022-05-01 23:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651514400,2022-05-02 00:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651518000,2022-05-02 01:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651521600,2022-05-02 02:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651525200,2022-05-02 03:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651528800,2022-05-02 04:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651532400,2022-05-02 05:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651536000,2022-05-02 06:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651539600,2022-05-02 07:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651543200,2022-05-02 08:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651546800,2022-05-02 09:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651550400,2022-05-02 10:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651554000,2022-05-02 11:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651557600,2022-05-02 12:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651561200,2022-05-02 13:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651564800,2022-05-02 14:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651568400,2022-05-02 15:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651572000,2022-05-02 16:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651575600,2022-05-02 17:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651579200,2022-05-02 18:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651582800,2022-05-02 19:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651586400,2022-05-02 20:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651590000,2022-05-02 21:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651593600,2022-05-02 22:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651597200,2022-05-02 23:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651600800,2022-05-03 00:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651604400,2022-05-03 01:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651608000,2022-05-03 02:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651611600,2022-05-03 03:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651615200,2022-05-03 04:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651618800,2022-05-03 05:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651622400,2022-05-03 06:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651626000,2022-05-03 07:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651629600,2022-05-03 08:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651633200,2022-05-03 09:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651636800,2022-05-03 10:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651640400,2022-05-03 11:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651644000,2022-05-03 12:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651647600,2022-05-03 13:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651651200,2022-05-03 14:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651654800,2022-05-03 15:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651658400,2022-05-03 16:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651662000,2022-05-03 17:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651665600,2022-05-03 18:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651669200,2022-05-03 19:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651672800,2022-05-03 20:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651676400,2022-05-03 21:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651680000,2022-05-03 22:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651683600,2022-05-03 23:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651687200,2022-05-04 00:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651690800,2022-05-04 01:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651694400,2022-05-04 02:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651698000,2022-05-04 03:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651701600,2022-05-04 04:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651705200,2022-05-04 05:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651708800,2022-05-04 06:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651712400,2022-05-04 07:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651716000,2022-05-04 08:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651719600,2022-05-04 09:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651723200,2022-05-04 10:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651726800,2022-05-04 11:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651730400,2022-05-04 12:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651734000,2022-05-04 13:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651737600,2022-05-04 14:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651741200,2022-05-04 15:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651744800,2022-05-04 16:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651748400,2022-05-04 17:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651752000,2022-05-04 18:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651755600,2022-05-04 19:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651759200,2022-05-04 20:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651762800,2022-05-04 21:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651766400,2022-05-04 22:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651770000,2022-05-04 23:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651773600,2022-05-05 00:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651777200,2022-05-05 01:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651780800,2022-05-05 02:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651784400,2022-05-05 03:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651788000,2022-05-05 04:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651791600,2022-05-05 05:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651795200,2022-05-05 06:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651798800,2022-05-05 07:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651802400,2022-05-05 08:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651806000,2022-05-05 09:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651809600,2022-05-05 10:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651813200,2022-05-05 11:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651816800,2022-05-05 12:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651820400,2022-05-05 13:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651824000,2022-05-05 14:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651827600,2022-05-05 15:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651831200,2022-05-05 16:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651834800,2022-05-05 17:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651838400,2022-05-05 18:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651842000,2022-05-05 19:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651845600,2022-05-05 20:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651849200,2022-05-05 21:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651852800,2022-05-05 22:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651856400,2022-05-05 23:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651860000,2022-05-06 00:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651863600,2022-05-06 01:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651867200,2022-05-06 02:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651870800,2022-05-06 03:00:00,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
