Hour,Declared_SELL,Declared_BUY,Changing_SELL,Changing_BUY,Deficit_Surplus
2022-03-01 00:00:00,3971.8,2106.9,-12.84,214.32,1864.90
2022-03-01 01:00:00,4134.6,1848.3,-19.02,254.76,2286.30
2022-03-01 02:00:00,4464.9,1769.7,-20.37,259.91,2695.20
2022-03-01 03:00:00,4480.7,1714.6,-25.66,249.78,2766.10
2022-03-01 04:00:00,4465.4,1741.8,-29.05,249.90,2723.60
2022-03-01 05:00:00,4353.3,1907.3,-30.05,237.40,2446.00
2022-03-01 06:00:00,4295.2,2426.4,-25.63,172.57,1868.80
2022-03-01 07:00:00,5174.7,2547.1,-20.92,133.36,2627.60
2022-03-01 08:00:00,5252.1,2998.1,-25.11,93.91,2254.00
2022-03-01 09:00:00,5133.9,2896.2,-28.58,87.41,2237.70
2022-03-01 10:00:00,5153.8,2452.3,-28.97,98.44,2701.50
2022-03-01 11:00:00,5326.6,2298,-30.24,103.31,3028.60
2022-03-01 12:00:00,5322.9,2123,-30.93,133.17,3199.90
2022-03-01 13:00:00,5325,2077.7,-29.69,123.70,3247.30
2022-03-01 14:00:00,5323.8,1981.5,-27.82,114.22,3342.30
2022-03-01 15:00:00,5609.5,2324.2,-22.82,110.56,3285.30
2022-03-01 16:00:00,5602.3,2815.8,-22.65,72.66,2786.50
2022-03-01 17:00:00,5590.4,3184.4,-17.91,68.80,2406.00
2022-03-01 18:00:00,5503.6,3501,-18.17,55.35,2002.60
2022-03-01 19:00:00,5519.7,3374.4,-18.37,61.26,2145.30
2022-03-01 20:00:00,5572.7,3108.1,-20.62,68.71,2464.60
2022-03-01 21:00:00,5475.6,2741.8,-21.87,81.99,2733.80
2022-03-01 22:00:00,5484.1,2205.1,-25.45,103.52,3279.00
2022-03-01 23:00:00,4305.7,2289.4,-35.91,122.14,2016.30
2022-03-02 00:00:00,4076.1,1778.8,2.63,-15.57,2297.30
2022-03-02 01:00:00,4531.5,1539.6,9.60,-16.70,2991.90
2022-03-02 02:00:00,4564.4,1437.3,2.23,-18.78,3127.10
2022-03-02 03:00:00,4680,1373,4.45,-19.92,3307.00
2022-03-02 04:00:00,4749.1,1397.9,6.35,-19.74,3351.20
2022-03-02 05:00:00,4738.7,1573.9,8.85,-17.48,3164.80
2022-03-02 06:00:00,4556.6,2012.6,6.09,-17.05,2544.00
2022-03-02 07:00:00,5260.8,2162.5,1.66,-15.10,3098.30
2022-03-02 08:00:00,5343.3,2719.1,1.74,-9.31,2624.20
2022-03-02 09:00:00,5524.9,2756.7,7.62,-4.82,2768.20
2022-03-02 10:00:00,5591.1,2367.1,8.49,-3.47,3224.00
2022-03-02 11:00:00,5792.2,2241.4,8.74,-2.46,3550.80
2022-03-02 12:00:00,5776.4,2045.4,8.52,-3.66,3731.00
2022-03-02 13:00:00,5838,2010,9.63,-3.26,3828.00
2022-03-02 14:00:00,5767.9,1929,8.34,-2.65,3838.90
2022-03-02 15:00:00,5789.9,2212.6,3.22,-4.80,3577.30
2022-03-02 16:00:00,5659.8,2637.5,1.03,-6.33,3022.30
2022-03-02 17:00:00,5574.3,3014,-0.29,-5.35,2560.30
2022-03-02 18:00:00,5515.7,3348.1,0.22,-4.37,2167.60
2022-03-02 19:00:00,5516.6,3154.1,-0.06,-6.53,2362.50
2022-03-02 20:00:00,5498.7,2841,-1.33,-8.59,2657.70
2022-03-02 21:00:00,5405.9,2456.1,-1.27,-10.42,2949.80
2022-03-02 22:00:00,4429.8,1908.8,-19.22,-13.44,2521.00
2022-03-02 23:00:00,4612.9,2015.7,7.13,-11.96,2597.20
2022-03-03 00:00:00,5065.7,1700.8,24.28,-4.38,3364.90
2022-03-03 01:00:00,5011.5,1398,10.59,-9.20,3613.50
2022-03-03 02:00:00,4792.9,1255.9,5.01,-12.62,3537.00
2022-03-03 03:00:00,4790.4,1177.7,2.36,-14.22,3612.70
2022-03-03 04:00:00,4791.4,1225.9,0.89,-12.30,3565.50
2022-03-03 05:00:00,4831.7,1468.3,1.96,-6.71,3363.40
2022-03-03 06:00:00,4978.3,2040.3,9.25,1.38,2938.00
2022-03-03 07:00:00,6033.7,2162.5,14.69,0.00,3871.20
2022-03-03 08:00:00,6259.3,2714.6,17.14,-0.17,3544.70
2022-03-03 09:00:00,6465.3,2882.5,17.02,4.56,3582.80
2022-03-03 10:00:00,6273.4,2556.9,12.20,8.02,3716.50
2022-03-03 11:00:00,6651.8,2487.4,14.84,10.98,4164.40
2022-03-03 12:00:00,6550.1,2331.1,13.39,13.97,4219.00
2022-03-03 13:00:00,6513.3,2243.6,11.57,11.62,4269.70
2022-03-03 14:00:00,6287.6,2150.7,9.01,11.49,4136.90
2022-03-03 15:00:00,6451.3,2406.7,11.42,8.77,4044.60
2022-03-03 16:00:00,6383.3,2842.3,12.78,7.76,3541.00
2022-03-03 17:00:00,6181.1,3178.5,10.89,5.46,3002.60
2022-03-03 18:00:00,6052.3,3420.4,9.73,2.16,2631.90
2022-03-03 19:00:00,6048.4,3205.5,9.64,1.63,2842.90
2022-03-03 20:00:00,6093.3,2925.1,10.81,2.96,3168.20
2022-03-03 21:00:00,6085.1,2528.9,12.56,2.96,3556.20
2022-03-03 22:00:00,6130.8,2014.4,38.40,5.53,4116.40
2022-03-03 23:00:00,5272.8,2088.4,14.31,3.61,3184.40
2022-03-04 00:00:00,3897.3,1507.3,-23.06,-11.38,2390.00
2022-03-04 01:00:00,4204.1,1178.5,-16.11,-15.70,3025.60
2022-03-04 02:00:00,4294.9,1024.7,-10.39,-18.41,3270.20
2022-03-04 03:00:00,4466.5,973.8,-6.76,-17.31,3492.70
2022-03-04 04:00:00,4548.3,999.6,-5.07,-18.46,3548.70
2022-03-04 05:00:00,4696.6,1206.5,-2.80,-17.83,3490.10
2022-03-04 06:00:00,4927.8,1817.9,-1.01,-10.90,3109.90
2022-03-04 07:00:00,6602.2,1994.1,9.42,-7.79,4608.10
2022-03-04 08:00:00,7183.6,2601.6,14.77,-4.16,4582.00
2022-03-04 09:00:00,7428.8,2799.5,14.90,-2.88,4629.30
2022-03-04 10:00:00,7315.3,2514.4,16.61,-1.66,4800.90
2022-03-04 11:00:00,7510.4,2443.5,12.91,-1.76,5066.90
2022-03-04 12:00:00,7243.8,2272.9,10.59,-2.50,4970.90
2022-03-04 13:00:00,7103.8,2191.3,9.07,-2.33,4912.50
2022-03-04 14:00:00,6852.1,2073.7,8.98,-3.58,4778.40
2022-03-04 15:00:00,6859.4,2252.1,6.33,-6.42,4607.30
2022-03-04 16:00:00,6759.6,2636.9,5.90,-7.23,4122.70
2022-03-04 17:00:00,6491,2952.2,5.01,-7.12,3538.80
2022-03-04 18:00:00,6371.5,3181.3,5.27,-6.99,3190.20
2022-03-04 19:00:00,6379.7,2959.5,5.48,-7.67,3420.20
2022-03-04 20:00:00,6621.1,2734.8,8.66,-6.51,3886.30
2022-03-04 21:00:00,6591.7,2293.7,8.33,-9.30,4298.00
2022-03-04 22:00:00,6601.5,1745.8,7.68,-13.33,4855.70
2022-03-04 23:00:00,4983.3,1839.4,-5.49,-11.92,3143.90
2022-03-05 00:00:00,3689.1,2118.6,-5.34,40.56,1570.50
2022-03-05 01:00:00,3863.6,1825.8,-8.10,54.93,2037.80
2022-03-05 02:00:00,4068.5,1684.4,-5.27,64.38,2384.10
2022-03-05 03:00:00,4240.5,1622.4,-5.06,66.61,2618.10
2022-03-05 04:00:00,4314.2,1641.1,-5.15,64.18,2673.10
2022-03-05 05:00:00,4284.3,1798.4,-8.78,49.06,2485.90
2022-03-05 06:00:00,4365.2,2236.6,-11.42,23.03,2128.60
2022-03-05 07:00:00,5506.6,2562.3,-16.59,28.49,2944.30
2022-03-05 08:00:00,5830.5,3139.5,-18.84,20.68,2691.00
2022-03-05 09:00:00,6171.7,3474.5,-16.92,24.11,2697.20
2022-03-05 10:00:00,6210.4,3342.3,-15.10,32.93,2868.10
2022-03-05 11:00:00,6353.2,3299.3,-15.41,35.02,3053.90
2022-03-05 12:00:00,6188.5,3152.5,-14.57,38.70,3036.00
2022-03-05 13:00:00,5895.7,3047.9,-17.01,39.09,2847.80
2022-03-05 14:00:00,5517.8,2980.2,-19.47,43.71,2537.60
2022-03-05 15:00:00,5571.3,3159.2,-18.78,40.28,2412.10
2022-03-05 16:00:00,5451.3,3384.9,-19.35,28.37,2066.40
2022-03-05 17:00:00,5275,3626.1,-18.73,22.83,1648.90
2022-03-05 18:00:00,5085.6,3848.1,-20.18,20.96,1237.50
2022-03-05 19:00:00,4974,3794.9,-22.03,28.23,1179.10
2022-03-05 20:00:00,5018,3596.5,-24.21,31.51,1421.50
2022-03-05 21:00:00,5131.7,3235.9,-22.15,41.08,1895.80
2022-03-05 22:00:00,5180.4,2710.3,-21.53,55.25,2470.10
2022-03-05 23:00:00,4046,2576,-18.81,40.05,1470.00
2022-03-06 00:00:00,4724.2,1248,28.06,-41.09,3476.20
2022-03-06 01:00:00,4907.5,1079.3,27.02,-40.89,3828.20
2022-03-06 02:00:00,4883.5,988,20.03,-41.34,3895.50
2022-03-06 03:00:00,4978.5,947.1,17.40,-41.62,4031.40
2022-03-06 04:00:00,5063.2,966.1,17.36,-41.13,4097.10
2022-03-06 05:00:00,5112.7,1040.7,19.34,-42.13,4072.00
2022-03-06 06:00:00,5285,1292.2,21.07,-42.22,3992.80
2022-03-06 07:00:00,6254.4,1102.8,13.58,-56.96,5151.60
2022-03-06 08:00:00,6762.4,1498.3,15.98,-52.28,5264.10
2022-03-06 09:00:00,7600.3,1741,23.15,-49.89,5859.30
2022-03-06 10:00:00,7864.6,1793.5,26.64,-46.34,6071.10
2022-03-06 11:00:00,7924.9,1729.2,24.74,-47.59,6195.70
2022-03-06 12:00:00,7781.7,1623.3,25.74,-48.51,6158.40
2022-03-06 13:00:00,7579.7,1565.5,28.56,-48.64,6014.20
2022-03-06 14:00:00,7150.2,1543.5,29.58,-48.21,5606.70
2022-03-06 15:00:00,6665.7,1579.9,19.64,-49.99,5085.80
2022-03-06 16:00:00,6264.8,1683.7,14.92,-50.26,4581.10
2022-03-06 17:00:00,5946,1802.8,12.72,-50.28,4143.20
2022-03-06 18:00:00,5755,1920.6,13.16,-50.09,3834.40
2022-03-06 19:00:00,5680.5,1716.5,14.20,-54.77,3964.00
2022-03-06 20:00:00,5607.7,1536.8,11.75,-57.27,4070.90
2022-03-06 21:00:00,5622.3,1351.9,9.56,-58.22,4270.40
2022-03-06 22:00:00,5753,1114.2,11.05,-58.89,4638.80
2022-03-06 23:00:00,5072.7,1416.5,25.38,-45.01,3656.20
2022-03-07 00:00:00,5034,1174.8,6.56,-5.87,3859.20
2022-03-07 01:00:00,5127.7,1008,4.49,-6.61,4119.70
2022-03-07 02:00:00,4977.6,935.8,1.93,-5.28,4041.80
2022-03-07 03:00:00,5043.5,911.4,1.31,-3.77,4132.10
2022-03-07 04:00:00,5064,948.6,0.02,-1.81,4115.40
2022-03-07 05:00:00,5129.7,1070,0.33,2.82,4059.70
2022-03-07 06:00:00,5354.2,1371.6,1.31,6.14,3982.60
2022-03-07 07:00:00,6945.5,1229,11.05,11.44,5716.50
2022-03-07 08:00:00,7511.7,1675.9,11.08,11.85,5835.80
2022-03-07 09:00:00,8085,1937.8,6.38,11.30,6147.20
2022-03-07 10:00:00,8252.3,2030.7,4.93,13.23,6221.60
2022-03-07 11:00:00,8194.3,1992.5,3.40,15.23,6201.80
2022-03-07 12:00:00,8067.5,1900.6,3.67,17.08,6166.90
2022-03-07 13:00:00,7864.5,1850.6,3.76,18.21,6013.90
2022-03-07 14:00:00,7558.6,1782.9,5.71,15.51,5775.70
2022-03-07 15:00:00,7187.1,1761.5,7.82,11.49,5425.60
2022-03-07 16:00:00,7007,1825.2,11.85,8.40,5181.80
2022-03-07 17:00:00,6722.9,1904.9,13.07,5.66,4818.00
2022-03-07 18:00:00,6665.3,2003.3,15.82,4.31,4662.00
2022-03-07 19:00:00,6574.2,1866.4,15.73,8.73,4707.80
2022-03-07 20:00:00,6501.9,1666.1,15.95,8.41,4835.80
2022-03-07 21:00:00,6518,1432.8,15.93,5.98,5085.20
2022-03-07 22:00:00,6547.2,1148.3,13.80,3.06,5398.90
2022-03-07 23:00:00,5386.2,1486.1,6.18,4.91,3900.10
2022-03-08 00:00:00,4716.3,1203.6,-6.31,2.45,3512.70
2022-03-08 01:00:00,4834.5,1055.4,-5.72,4.70,3779.10
2022-03-08 02:00:00,4827,978,-3.03,4.51,3849.00
2022-03-08 03:00:00,4931.8,934.7,-2.21,2.56,3997.10
2022-03-08 04:00:00,5056.6,960.5,-0.15,1.25,4096.10
2022-03-08 05:00:00,5244.2,1065.5,2.23,-0.42,4178.70
2022-03-08 06:00:00,5607.4,1342.7,4.73,-2.11,4264.70
2022-03-08 07:00:00,7556.5,1192.5,8.80,-2.97,6364.00
2022-03-08 08:00:00,8198.3,1665.7,9.14,-0.61,6532.60
2022-03-08 09:00:00,8772.1,1925.9,8.50,-0.61,6846.20
2022-03-08 10:00:00,9290.9,2026.1,12.59,-0.23,7264.80
2022-03-08 11:00:00,9385.7,1976.5,14.54,-0.80,7409.20
2022-03-08 12:00:00,9414.5,1897.7,16.70,-0.15,7516.80
2022-03-08 13:00:00,9134,1861.5,16.14,0.59,7272.50
2022-03-08 14:00:00,8896.8,1836.4,17.70,3.00,7060.40
2022-03-08 15:00:00,8328.7,1828,15.88,3.78,6500.70
2022-03-08 16:00:00,8019.5,1882.9,14.45,3.16,6136.60
2022-03-08 17:00:00,7423.3,1974,10.42,3.63,5449.30
2022-03-08 18:00:00,7391.4,2044.8,10.89,2.07,5346.60
2022-03-08 19:00:00,7216.4,1882.4,9.77,0.86,5334.00
2022-03-08 20:00:00,7252.3,1679.2,11.54,0.79,5573.10
2022-03-08 21:00:00,7160.8,1463.9,9.86,2.17,5696.90
2022-03-08 22:00:00,7285.6,1155.1,11.28,0.59,6130.50
2022-03-08 23:00:00,5873.4,1492.5,9.05,0.43,4380.90
2022-03-09 00:00:00,4571.4,1078.1,-3.07,-10.43,3493.30
2022-03-09 01:00:00,4723.8,916.7,-2.29,-13.14,3807.10
2022-03-09 02:00:00,4717.2,839.3,-2.27,-14.18,3877.90
2022-03-09 03:00:00,4831.4,792.4,-2.04,-15.22,4039.00
2022-03-09 04:00:00,4905.4,812,-2.99,-15.46,4093.40
2022-03-09 05:00:00,4988.1,958.9,-4.88,-10.00,4029.20
2022-03-09 06:00:00,5280,1299.7,-5.84,-3.20,3980.30
2022-03-09 07:00:00,6874.3,927,-9.03,-22.26,5947.30
2022-03-09 08:00:00,7441.1,1376.7,-9.24,-17.35,6064.40
2022-03-09 09:00:00,7993.3,1605.5,-8.88,-16.64,6387.80
2022-03-09 10:00:00,8320.3,1657.2,-10.45,-18.21,6663.10
2022-03-09 11:00:00,8452.6,1645.6,-9.94,-16.74,6807.00
2022-03-09 12:00:00,8504.4,1534.2,-9.67,-19.15,6970.20
2022-03-09 13:00:00,8378.9,1518.1,-8.27,-18.45,6860.80
2022-03-09 14:00:00,8109.4,1492.1,-8.85,-18.75,6617.30
2022-03-09 15:00:00,7683.4,1517.7,-7.75,-16.97,6165.70
2022-03-09 16:00:00,7358.6,1568.9,-8.24,-16.68,5789.70
2022-03-09 17:00:00,6920.8,1664.3,-6.77,-15.69,5256.50
2022-03-09 18:00:00,6807.9,1737.4,-7.89,-15.03,5070.50
2022-03-09 19:00:00,6732.8,1591.1,-6.70,-15.47,5141.70
2022-03-09 20:00:00,6658.4,1386.6,-8.19,-17.42,5271.80
2022-03-09 21:00:00,6657.3,1139.9,-7.03,-22.13,5517.40
2022-03-09 22:00:00,6670.3,849.1,-8.45,-26.49,5821.20
2022-03-09 23:00:00,5458.1,1390.2,-7.07,-6.85,4067.90
2022-03-10 00:00:00,4132.9,912.7,-9.59,-15.34,3220.20
2022-03-10 01:00:00,4328.3,882.2,-8.37,-3.76,3446.10
2022-03-10 02:00:00,4339.7,686.3,-8.00,-18.23,3653.40
2022-03-10 03:00:00,4464.8,657.7,-7.59,-17.00,3807.10
2022-03-10 04:00:00,4601.6,657.9,-6.19,-18.98,3943.70
2022-03-10 05:00:00,4710.3,766.1,-5.57,-20.11,3944.20
2022-03-10 06:00:00,4977.1,1001.4,-5.74,-22.95,3975.70
2022-03-10 07:00:00,5883.8,920.4,-14.41,-0.71,4963.40
2022-03-10 08:00:00,6547.1,1239.4,-12.01,-9.97,5307.70
2022-03-10 09:00:00,7203.5,1435,-9.88,-10.62,5768.50
2022-03-10 10:00:00,7690.9,1526.8,-7.56,-7.87,6164.10
2022-03-10 11:00:00,7929.9,1571.3,-6.18,-4.52,6358.60
2022-03-10 12:00:00,7952.8,1587.5,-6.49,3.47,6365.30
2022-03-10 13:00:00,7866.6,1560.1,-6.11,2.77,6306.50
2022-03-10 14:00:00,7526.1,1471.4,-7.19,-1.39,6054.70
2022-03-10 15:00:00,7004.1,1390.3,-8.84,-8.39,5613.80
2022-03-10 16:00:00,6603.2,1322.2,-10.27,-15.72,5281.00
2022-03-10 17:00:00,6327.9,1377.6,-8.57,-17.23,4950.30
2022-03-10 18:00:00,6193.2,1343.6,-9.03,-22.67,4849.60
2022-03-10 19:00:00,6111.7,1342.8,-9.22,-15.61,4768.90
2022-03-10 20:00:00,6047.7,1264.2,-9.17,-8.83,4783.50
2022-03-10 21:00:00,6058.1,1133.2,-9.00,-0.59,4924.90
2022-03-10 22:00:00,5985.5,998,-10.27,17.54,4987.50
2022-03-10 23:00:00,5458.1,1086.7,0.00,-21.83,4371.40
2022-03-11 00:00:00,4679.9,808.5,13.24,-11.42,3871.40
2022-03-11 01:00:00,4937.6,756.1,14.08,-14.29,4181.50
2022-03-11 02:00:00,5114.8,856.5,17.86,24.80,4258.30
2022-03-11 03:00:00,5159.4,843.2,15.56,28.20,4316.20
2022-03-11 04:00:00,5335,866.7,15.94,31.74,4468.30
2022-03-11 05:00:00,5389.9,849.1,14.43,10.83,4540.80
2022-03-11 06:00:00,5675,1096.9,14.02,9.54,4578.10
2022-03-11 07:00:00,6999.3,1125,18.96,22.23,5874.30
2022-03-11 08:00:00,7525.8,1352.2,14.95,9.10,6173.60
2022-03-11 09:00:00,8173.5,1414.1,13.47,-1.46,6759.40
2022-03-11 10:00:00,8595.6,1406.1,11.76,-7.91,7189.50
2022-03-11 11:00:00,8765.4,1374.4,10.54,-12.53,7391.00
2022-03-11 12:00:00,8774.8,1363.2,10.34,-14.13,7411.60
2022-03-11 13:00:00,8613.4,1321,9.49,-15.33,7292.40
2022-03-11 14:00:00,8204.7,1251.4,9.02,-14.95,6953.30
2022-03-11 15:00:00,7771.8,1249.9,10.96,-10.10,6521.90
2022-03-11 16:00:00,7342.3,1316.2,11.19,-0.45,6026.10
2022-03-11 17:00:00,6840.4,1400.1,8.10,1.63,5440.30
2022-03-11 18:00:00,6672.1,1465.3,7.73,9.06,5206.80
2022-03-11 19:00:00,6581.8,1518.4,7.69,13.08,5063.40
2022-03-11 20:00:00,6520.1,1388.3,7.81,9.82,5131.80
2022-03-11 21:00:00,6550.5,1227.9,8.13,8.36,5322.60
2022-03-11 22:00:00,6682.3,1079.5,11.64,8.17,5602.80
2022-03-11 23:00:00,5828.1,873.3,6.78,-19.64,4954.80
2022-03-12 00:00:00,4747.8,914.5,1.45,13.11,3833.30
2022-03-12 01:00:00,5373.8,1248.4,8.83,65.11,4125.40
2022-03-12 02:00:00,5310.4,1284.4,3.82,49.96,4026.00
2022-03-12 03:00:00,5361.8,1320.1,3.92,56.56,4041.70
2022-03-12 04:00:00,5383.4,1301.3,0.91,50.14,4082.10
2022-03-12 05:00:00,5404.3,1316.3,0.27,55.02,4088.00
2022-03-12 06:00:00,5515,1309.6,-2.82,19.39,4205.40
2022-03-12 07:00:00,7237.5,1219.9,3.40,8.44,6017.60
2022-03-12 08:00:00,8220.1,1207.1,9.23,-10.73,7013.00
2022-03-12 09:00:00,9128.9,1259.2,11.69,-10.95,7869.70
2022-03-12 10:00:00,9758.2,1253.4,13.53,-10.86,8504.80
2022-03-12 11:00:00,10048.1,1263.3,14.63,-8.08,8784.80
2022-03-12 12:00:00,10183.5,1252.1,16.05,-8.15,8931.40
2022-03-12 13:00:00,9970.8,1254.8,15.76,-5.01,8716.00
2022-03-12 14:00:00,9399.5,1221.9,14.56,-2.36,8177.60
2022-03-12 15:00:00,8534.8,1227.6,9.82,-1.78,7307.20
2022-03-12 16:00:00,7676.6,1234.2,4.55,-6.23,6442.40
2022-03-12 17:00:00,6858.4,1273.9,0.26,-9.01,5584.50
2022-03-12 18:00:00,6618.6,1303.9,-0.80,-11.01,5314.70
2022-03-12 19:00:00,6534.1,1249.8,-0.72,-17.69,5284.30
2022-03-12 20:00:00,6475.2,1169.1,-0.69,-15.79,5306.10
2022-03-12 21:00:00,6639.1,1062.9,1.35,-13.44,5576.20
2022-03-12 22:00:00,6948.2,1072.1,3.98,-0.69,5876.10
2022-03-12 23:00:00,6154.7,1005.1,5.60,15.09,5149.60
2022-03-13 00:00:00,5144.9,782.9,8.36,-14.39,4362.00
2022-03-13 01:00:00,5386,767.3,0.23,-38.54,4618.70
2022-03-13 02:00:00,5369.5,789.1,1.11,-38.56,4580.40
2022-03-13 03:00:00,5483.7,770.7,2.27,-41.62,4713.00
2022-03-13 04:00:00,5663.8,769,5.21,-40.91,4894.80
2022-03-13 05:00:00,5798.9,830.3,7.30,-36.92,4968.60
2022-03-13 06:00:00,5915.5,916.4,7.26,-30.02,4999.10
2022-03-13 07:00:00,7640,976.3,5.56,-19.97,6663.70
2022-03-13 08:00:00,8507.6,1098.8,3.50,-8.97,7408.80
2022-03-13 09:00:00,9275.9,1196.2,1.61,-5.00,8079.70
2022-03-13 10:00:00,9864.4,1131.2,1.09,-9.75,8733.20
2022-03-13 11:00:00,10072.2,1167.4,0.24,-7.59,8904.80
2022-03-13 12:00:00,9979.7,1229.7,-2.00,-1.79,8750.00
2022-03-13 13:00:00,9679.3,1225,-2.92,-2.37,8454.30
2022-03-13 14:00:00,9210.8,1236.9,-2.01,1.23,7973.90
2022-03-13 15:00:00,8561.8,1180.2,0.32,-3.86,7381.60
2022-03-13 16:00:00,7908.8,1180.7,3.02,-4.33,6728.10
2022-03-13 17:00:00,7559.8,1164.2,10.23,-8.61,6395.60
2022-03-13 18:00:00,7359,1188.7,11.19,-8.84,6170.30
2022-03-13 19:00:00,7300.6,1116.1,11.73,-10.70,6184.50
2022-03-13 20:00:00,7368.9,1083.6,13.80,-7.31,6285.30
2022-03-13 21:00:00,7610,1078.3,14.62,1.45,6531.70
2022-03-13 22:00:00,7598.1,1053.5,9.35,-1.73,6544.60
2022-03-13 23:00:00,6271.5,998.7,1.90,-0.64,5272.80
2022-03-14 00:00:00,4586.7,760.7,-10.85,-2.84,3826.00
2022-03-14 01:00:00,4928.4,823.6,-8.50,7.34,4104.80
2022-03-14 02:00:00,4942.3,805.5,-7.96,2.08,4136.80
2022-03-14 03:00:00,5224.7,790.1,-4.72,2.52,4434.60
2022-03-14 04:00:00,5379.3,810.4,-5.02,5.38,4568.90
2022-03-14 05:00:00,5434.2,925.7,-6.29,11.49,4508.50
2022-03-14 06:00:00,5620.4,1173.5,-4.99,28.06,4446.90
2022-03-14 07:00:00,7137.3,1067.4,-6.58,9.33,6069.90
2022-03-14 08:00:00,8222.4,1198.8,-3.35,9.10,7023.60
2022-03-14 09:00:00,9189.8,1262.2,-0.93,5.52,7927.60
2022-03-14 10:00:00,9870.7,1219.9,0.06,7.84,8650.80
2022-03-14 11:00:00,9990,1193.6,-0.82,2.24,8796.40
2022-03-14 12:00:00,9641.9,1222.4,-3.38,-0.59,8419.50
2022-03-14 13:00:00,9370.7,1157.3,-3.19,-5.53,8213.40
2022-03-14 14:00:00,8861.4,1148.9,-3.79,-7.11,7712.50
2022-03-14 15:00:00,8157.3,1113.6,-4.72,-5.64,7043.70
2022-03-14 16:00:00,7399.4,1234,-6.44,4.51,6165.40
2022-03-14 17:00:00,6616,1290.8,-12.48,10.87,5325.20
2022-03-14 18:00:00,6342.5,1368.9,-13.81,15.16,4973.60
2022-03-14 19:00:00,6301.4,1330.2,-13.69,19.18,4971.20
2022-03-14 20:00:00,6267.7,1200,-14.94,10.74,5067.70
2022-03-14 21:00:00,6345.5,1134.9,-16.62,5.25,5210.60
2022-03-14 22:00:00,6450.6,1024,-15.10,-2.80,5426.60
2022-03-14 23:00:00,5831.2,1028.3,-7.02,2.96,4802.90
2022-03-15 00:00:00,5228.6,1018.6,13.99,33.90,4210.00
2022-03-15 01:00:00,5253,974.4,6.59,18.31,4278.60
2022-03-15 02:00:00,5064,956.3,2.46,18.72,4107.70
2022-03-15 03:00:00,5112.8,928.8,-2.14,17.55,4184.00
2022-03-15 04:00:00,5117.9,939.8,-4.86,15.97,4178.10
2022-03-15 05:00:00,5109.8,1030.3,-5.97,11.30,4079.50
2022-03-15 06:00:00,5366.2,1255.8,-4.52,7.01,4110.40
2022-03-15 07:00:00,7267.6,1068.1,1.83,0.07,6199.50
2022-03-15 08:00:00,8414.9,1244.8,2.34,3.84,7170.10
2022-03-15 09:00:00,9121.8,1228.8,-0.74,-2.65,7893.00
2022-03-15 10:00:00,9785.7,1240.7,-0.86,1.71,8545.00
2022-03-15 11:00:00,9934.4,1118,-0.56,-6.33,8816.40
2022-03-15 12:00:00,9950.4,1153.8,3.20,-5.61,8796.60
2022-03-15 13:00:00,9708.3,1103.3,3.60,-4.67,8605.00
2022-03-15 14:00:00,9096.8,1050.2,2.66,-8.59,8046.60
2022-03-15 15:00:00,8243.3,961.2,1.05,-13.69,7282.10
2022-03-15 16:00:00,7328.1,1084.4,-0.96,-12.12,6243.70
2022-03-15 17:00:00,6494,1215.7,-1.84,-5.82,5278.30
2022-03-15 18:00:00,6176,1270.2,-2.63,-7.21,4905.80
2022-03-15 19:00:00,6116,1212.5,-2.94,-8.85,4903.50
2022-03-15 20:00:00,6316.2,1218,0.77,1.50,5098.20
2022-03-15 21:00:00,6375.3,1140,0.47,0.45,5235.30
2022-03-15 22:00:00,6490.4,946.6,0.62,-7.56,5543.80
2022-03-15 23:00:00,5527.4,1060.8,-5.21,3.16,4466.60
2022-03-16 00:00:00,5422.4,1028.9,3.71,1.01,4393.50
2022-03-16 01:00:00,5606,968.7,6.72,-0.58,4637.30
2022-03-16 02:00:00,5487.1,924.7,8.36,-3.30,4562.40
2022-03-16 03:00:00,5574.4,928.6,9.03,-0.02,4645.80
2022-03-16 04:00:00,5611,932.6,9.63,-0.77,4678.40
2022-03-16 05:00:00,5618.9,1020.6,9.96,-0.94,4598.30
2022-03-16 06:00:00,5840,1263.8,8.83,0.64,4576.20
2022-03-16 07:00:00,7298.4,1070.8,0.42,0.25,6227.60
2022-03-16 08:00:00,8148.1,1325.2,-3.17,6.46,6822.90
2022-03-16 09:00:00,9050.4,1487.1,-0.78,21.02,7563.30
2022-03-16 10:00:00,9628.9,1470.7,-1.60,18.54,8158.20
2022-03-16 11:00:00,9965.8,1392.5,0.32,24.55,8573.30
2022-03-16 12:00:00,9998.2,1268.6,0.48,9.95,8729.60
2022-03-16 13:00:00,9781.8,1177.4,0.76,6.72,8604.40
2022-03-16 14:00:00,9251.1,1181.1,1.70,12.46,8070.00
2022-03-16 15:00:00,8485.5,1148.7,2.94,19.51,7336.80
2022-03-16 16:00:00,7569,1306,3.29,20.44,6263.00
2022-03-16 17:00:00,6710,1415.9,3.33,16.47,5294.10
2022-03-16 18:00:00,6478.8,1520.2,4.90,19.68,4958.60
2022-03-16 19:00:00,6439.3,1452,5.29,19.75,4987.30
2022-03-16 20:00:00,6387.2,1284.8,1.12,5.48,5102.40
2022-03-16 21:00:00,6441.8,1214.9,1.04,6.57,5226.90
2022-03-16 22:00:00,6663.3,1093.9,2.66,15.56,5569.40
