Year-Month,Date,Values
2022-06,23.06.2022,1378.97
2022-06,23.06.2022,1378.97
2022-06,23.06.2022,1378.97
2022-06,23.06.2022,1378.97
2022-06,23.06.2022,1378.97
2022-06,23.06.2022,1378.97
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,2646.25
2022-06,23.06.2022,1378.97
2022-06,24.06.2022,1378.97
2022-06,24.06.2022,1378.97
2022-06,24.06.2022,1378.97
2022-06,24.06.2022,1378.97
2022-06,24.06.2022,1378.97
2022-06,24.06.2022,1378.97
2022-06,24.06.2022,1378.97
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,2646.25
2022-06,24.06.2022,1378.97
2022-06,25.06.2022,1378.97
2022-06,25.06.2022,1378.97
2022-06,25.06.2022,1378.97
2022-06,25.06.2022,1378.97
2022-06,25.06.2022,1378.97
2022-06,25.06.2022,1378.97
2022-06,25.06.2022,1378.97
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,2646.25
2022-06,25.06.2022,1378.97
2022-06,26.06.2022,1378.97
2022-06,26.06.2022,1378.97
2022-06,26.06.2022,1378.97
2022-06,26.06.2022,1378.97
2022-06,26.06.2022,1378.97
2022-06,26.06.2022,1378.97
2022-06,26.06.2022,1378.97
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,2646.25
2022-06,26.06.2022,1378.97
2022-06,27.06.2022,1378.97
2022-06,27.06.2022,1378.97
2022-06,27.06.2022,1378.97
2022-06,27.06.2022,1378.97
2022-06,27.06.2022,1378.97
2022-06,27.06.2022,1378.97
2022-06,27.06.2022,1378.97
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,2646.25
2022-06,27.06.2022,1378.97
2022-06,28.06.2022,1378.97
2022-06,28.06.2022,1378.97
2022-06,28.06.2022,1378.97
2022-06,28.06.2022,1378.97
2022-06,28.06.2022,1378.97
2022-06,28.06.2022,1378.97
2022-06,28.06.2022,1378.97
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,2646.25
2022-06,28.06.2022,1378.97
2022-06,29.06.2022,1378.97
2022-06,29.06.2022,1378.97
2022-06,29.06.2022,1378.97
2022-06,29.06.2022,1378.97
2022-06,29.06.2022,1378.97
2022-06,29.06.2022,1378.97
2022-06,29.06.2022,1378.97
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,2646.25
2022-06,29.06.2022,1378.97
2022-06,30.06.2022,1378.97
2022-06,30.06.2022,1378.97
2022-06,30.06.2022,1378.97
2022-06,30.06.2022,1378.97
2022-06,30.06.2022,1378.97
2022-06,30.06.2022,1378.97
2022-06,30.06.2022,1378.97
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,2646.25
2022-06,30.06.2022,1378.97
2022-07,01.07.2022,1378.97
2022-07,01.07.2022,1378.97
2022-07,01.07.2022,1378.97
2022-07,01.07.2022,1378.97
2022-07,01.07.2022,1378.97
2022-07,01.07.2022,1378.97
2022-07,01.07.2022,1378.97
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,2646.25
2022-07,01.07.2022,1378.97
2022-07,02.07.2022,1378.97
2022-07,02.07.2022,1378.97
2022-07,02.07.2022,1378.97
2022-07,02.07.2022,1378.97
2022-07,02.07.2022,1378.97
2022-07,02.07.2022,1378.97
2022-07,02.07.2022,1378.97
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,2646.25
2022-07,02.07.2022,1378.97
2022-07,03.07.2022,1378.97
2022-07,03.07.2022,1378.97
2022-07,03.07.2022,1378.97
2022-07,03.07.2022,1378.97
2022-07,03.07.2022,1378.97
2022-07,03.07.2022,1378.97
2022-07,03.07.2022,1378.97
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,2646.25
2022-07,03.07.2022,1378.97
2022-07,04.07.2022,1378.97
2022-07,04.07.2022,1378.97
2022-07,04.07.2022,1378.97
2022-07,04.07.2022,1378.97
2022-07,04.07.2022,1378.97
2022-07,04.07.2022,1378.97
2022-07,04.07.2022,1378.97
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,2646.25
2022-07,04.07.2022,1378.97
2022-07,05.07.2022,1378.97
2022-07,05.07.2022,1378.97
2022-07,05.07.2022,1378.97
2022-07,05.07.2022,1378.97
2022-07,05.07.2022,1378.97
2022-07,05.07.2022,1378.97
2022-07,05.07.2022,1378.97
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2646.25
2022-07,05.07.2022,2997.25
2022-07,05.07.2022,2000.00
2022-07,06.07.2022,2000.00
2022-07,06.07.2022,1378.97
2022-07,06.07.2022,1378.97
2022-07,06.07.2022,1378.97
2022-07,06.07.2022,1378.97
2022-07,06.07.2022,1378.97
2022-07,06.07.2022,2000.00
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,2646.25
2022-07,06.07.2022,3300.00
2022-07,06.07.2022,3999.99
2022-07,06.07.2022,4000.00
2022-07,06.07.2022,4000.00
2022-07,06.07.2022,2000.00
2022-07,07.07.2022,2000.00
2022-07,07.07.2022,2000.00
2022-07,07.07.2022,2000.00
2022-07,07.07.2022,2000.00
2022-07,07.07.2022,2000.00
2022-07,07.07.2022,2000.00
2022-07,07.07.2022,2000.00
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,2646.25
2022-07,07.07.2022,3980.00
2022-07,07.07.2022,4000.00
2022-07,07.07.2022,4000.00
2022-07,07.07.2022,4000.00
2022-07,07.07.2022,2000.00
2022-07,08.07.2022,2000.00
2022-07,08.07.2022,2000.00
2022-07,08.07.2022,2000.00
2022-07,08.07.2022,2000.00
2022-07,08.07.2022,2000.00
2022-07,08.07.2022,2000.00
2022-07,08.07.2022,2000.00
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,2646.25
2022-07,08.07.2022,3999.99
2022-07,08.07.2022,3940.00
2022-07,08.07.2022,3880.00
2022-07,08.07.2022,3880.00
2022-07,08.07.2022,3880.00
2022-07,08.07.2022,2000.00
2022-07,09.07.2022,1700.00
2022-07,09.07.2022,1700.00
2022-07,09.07.2022,1700.00
2022-07,09.07.2022,1700.00
2022-07,09.07.2022,1700.00
2022-07,09.07.2022,1700.00
2022-07,09.07.2022,1700.00
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2646.25
2022-07,09.07.2022,2980.00
2022-07,09.07.2022,2980.00
2022-07,09.07.2022,2980.00
2022-07,09.07.2022,2980.00
2022-07,09.07.2022,2980.00
2022-07,09.07.2022,2000.00
2022-07,10.07.2022,1940.00
2022-07,10.07.2022,1378.97
2022-07,10.07.2022,1378.97
2022-07,10.07.2022,1378.97
2022-07,10.07.2022,1378.97
2022-07,10.07.2022,1378.97
2022-07,10.07.2022,1378.97
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,2646.25
2022-07,10.07.2022,3799.97
2022-07,10.07.2022,3200.00
2022-07,10.07.2022,3560.00
2022-07,10.07.2022,3560.00
2022-07,10.07.2022,3560.00
2022-07,10.07.2022,2000.00
2022-07,11.07.2022,1900.05
2022-07,11.07.2022,1685.00
2022-07,11.07.2022,1685.00
2022-07,11.07.2022,1685.00
2022-07,11.07.2022,1685.00
2022-07,11.07.2022,1685.00
2022-07,11.07.2022,1899.97
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,2646.25
2022-07,11.07.2022,3799.00
2022-07,11.07.2022,3745.00
2022-07,11.07.2022,3745.00
2022-07,11.07.2022,3745.00
2022-07,11.07.2022,3799.00
2022-07,11.07.2022,2000.00
2022-07,12.07.2022,2000.00
2022-07,12.07.2022,1900.07
2022-07,12.07.2022,1900.07
2022-07,12.07.2022,1900.07
2022-07,12.07.2022,1900.07
2022-07,12.07.2022,1900.07
2022-07,12.07.2022,1900.07
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,2646.25
2022-07,12.07.2022,3800.07
2022-07,12.07.2022,3790.00
2022-07,12.07.2022,3790.00
2022-07,12.07.2022,3790.00
2022-07,12.07.2022,3790.00
2022-07,12.07.2022,2000.00
2022-07,13.07.2022,2000.00
2022-07,13.07.2022,1997.00
2022-07,13.07.2022,2000.00
2022-07,13.07.2022,1997.00
2022-07,13.07.2022,1997.00
2022-07,13.07.2022,1997.00
2022-07,13.07.2022,1997.00
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,2646.25
2022-07,13.07.2022,3800.07
2022-07,13.07.2022,3750.00
2022-07,13.07.2022,3750.00
2022-07,13.07.2022,3800.07
2022-07,13.07.2022,3750.00
2022-07,13.07.2022,2000.00
2022-07,14.07.2022,1900.05
2022-07,14.07.2022,1900.05
2022-07,14.07.2022,1900.05
2022-07,14.07.2022,1900.05
2022-07,14.07.2022,1900.05
2022-07,14.07.2022,1900.05
2022-07,14.07.2022,1900.05
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,2646.25
2022-07,14.07.2022,3700.00
2022-07,14.07.2022,3800.00
2022-07,14.07.2022,3800.05
2022-07,14.07.2022,3800.05
2022-07,14.07.2022,3800.05
2022-07,14.07.2022,2000.00
2022-07,15.07.2022,1945.00
2022-07,15.07.2022,1899.99
2022-07,15.07.2022,1899.99
2022-07,15.07.2022,1899.99
2022-07,15.07.2022,1899.99
2022-07,15.07.2022,1899.99
2022-07,15.07.2022,1899.99
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,2646.25
2022-07,15.07.2022,3706.25
2022-07,15.07.2022,3656.25
2022-07,15.07.2022,3656.25
2022-07,15.07.2022,3756.25
2022-07,15.07.2022,3706.25
2022-07,15.07.2022,2000.00
2022-07,16.07.2022,1925.00
2022-07,16.07.2022,1945.00
2022-07,16.07.2022,1945.00
2022-07,16.07.2022,1925.00
2022-07,16.07.2022,1925.00
2022-07,16.07.2022,1899.97
2022-07,16.07.2022,1899.97
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,2646.25
2022-07,16.07.2022,3510.00
2022-07,16.07.2022,3599.00
2022-07,16.07.2022,3599.00
2022-07,16.07.2022,3510.00
2022-07,16.07.2022,3629.82
2022-07,16.07.2022,2000.00
2022-07,17.07.2022,1899.97
2022-07,17.07.2022,1899.97
2022-07,17.07.2022,1899.97
2022-07,17.07.2022,1899.97
2022-07,17.07.2022,1899.97
2022-07,17.07.2022,1899.97
2022-07,17.07.2022,1899.97
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,2646.25
2022-07,17.07.2022,3486.25
2022-07,17.07.2022,3596.25
2022-07,17.07.2022,3790.00
2022-07,17.07.2022,3790.00
2022-07,17.07.2022,3790.00
2022-07,17.07.2022,2000.00
2022-07,18.07.2022,1378.97
2022-07,18.07.2022,1899.98
2022-07,18.07.2022,1899.98
2022-07,18.07.2022,1899.98
2022-07,18.07.2022,1899.98
2022-07,18.07.2022,1899.98
2022-07,18.07.2022,1899.98
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,2646.25
2022-07,18.07.2022,3449.55
2022-07,18.07.2022,3568.76
2022-07,18.07.2022,3479.55
2022-07,18.07.2022,3479.55
2022-07,18.07.2022,3502.76
2022-07,18.07.2022,1899.98
2022-07,19.07.2022,1955.00
2022-07,19.07.2022,1935.00
2022-07,19.07.2022,1935.00
2022-07,19.07.2022,1899.97
2022-07,19.07.2022,1899.97
2022-07,19.07.2022,1899.97
2022-07,19.07.2022,1899.97
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,2646.25
2022-07,19.07.2022,3528.00
2022-07,19.07.2022,3589.00
2022-07,19.07.2022,3589.00
2022-07,19.07.2022,3589.00
2022-07,19.07.2022,3589.00
2022-07,19.07.2022,2000.00
2022-07,20.07.2022,1899.96
2022-07,20.07.2022,1899.96
2022-07,20.07.2022,1899.96
2022-07,20.07.2022,1899.96
2022-07,20.07.2022,1899.96
2022-07,20.07.2022,1899.96
2022-07,20.07.2022,1899.96
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,2646.25
2022-07,20.07.2022,3566.00
2022-07,20.07.2022,3586.00
2022-07,20.07.2022,3566.00
2022-07,20.07.2022,3566.00
2022-07,20.07.2022,3586.00
2022-07,20.07.2022,2000.00
2022-07,21.07.2022,1990.00
2022-07,21.07.2022,1899.96
2022-07,21.07.2022,1899.96
2022-07,21.07.2022,1899.96
2022-07,21.07.2022,1899.96
2022-07,21.07.2022,1899.96
2022-07,21.07.2022,1899.96
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,2646.25
2022-07,21.07.2022,3598.00
2022-07,21.07.2022,4000.00
2022-07,21.07.2022,4000.00
2022-07,21.07.2022,4000.00
2022-07,21.07.2022,4000.00
2022-07,21.07.2022,2000.00
2022-07,22.07.2022,1990.00
2022-07,22.07.2022,1990.00
2022-07,22.07.2022,1990.00
2022-07,22.07.2022,1990.00
2022-07,22.07.2022,1990.00
2022-07,22.07.2022,1899.99
2022-07,22.07.2022,1899.99
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,2646.25
2022-07,22.07.2022,3500.00
2022-07,22.07.2022,4000.00
2022-07,22.07.2022,4000.00
2022-07,22.07.2022,4000.00
2022-07,22.07.2022,4000.00
2022-07,22.07.2022,2000.00
2022-07,23.07.2022,2000.00
2022-07,23.07.2022,1990.00
2022-07,23.07.2022,1990.00
2022-07,23.07.2022,1990.00
2022-07,23.07.2022,1990.00
2022-07,23.07.2022,1990.00
2022-07,23.07.2022,1985.00
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,2646.25
2022-07,23.07.2022,3885.00
2022-07,23.07.2022,3999.00
2022-07,23.07.2022,3999.00
2022-07,23.07.2022,4000.00
2022-07,23.07.2022,4000.00
2022-07,23.07.2022,2000.00
2022-07,24.07.2022,1980.00
2022-07,24.07.2022,1980.00
2022-07,24.07.2022,1980.00
2022-07,24.07.2022,1980.00
2022-07,24.07.2022,1980.00
2022-07,24.07.2022,1980.00
2022-07,24.07.2022,1980.00
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,2646.25
2022-07,24.07.2022,3600.00
2022-07,24.07.2022,3600.00
2022-07,24.07.2022,3600.00
2022-07,24.07.2022,3600.00
2022-07,24.07.2022,3600.00
2022-07,24.07.2022,2000.00
2022-07,25.07.2022,1990.00
2022-07,25.07.2022,1990.00
2022-07,25.07.2022,1990.00
2022-07,25.07.2022,1990.00
2022-07,25.07.2022,1990.00
2022-07,25.07.2022,1990.00
2022-07,25.07.2022,2000.00
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,2646.25
2022-07,25.07.2022,3556.00
2022-07,25.07.2022,3920.00
2022-07,25.07.2022,3588.00
2022-07,25.07.2022,3588.00
2022-07,25.07.2022,3573.00
2022-07,25.07.2022,2000.00
2022-07,26.07.2022,2000.00
2022-07,26.07.2022,1990.00
2022-07,26.07.2022,1990.00
2022-07,26.07.2022,1990.00
2022-07,26.07.2022,1990.00
2022-07,26.07.2022,1990.00
2022-07,26.07.2022,1990.00
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,2646.25
2022-07,26.07.2022,3606.00
2022-07,26.07.2022,3606.00
2022-07,26.07.2022,3579.00
2022-07,26.07.2022,3583.00
2022-07,26.07.2022,3579.00
2022-07,26.07.2022,2000.00
2022-07,27.07.2022,2000.00
2022-07,27.07.2022,1990.00
2022-07,27.07.2022,1990.00
2022-07,27.07.2022,1990.00
2022-07,27.07.2022,1990.00
2022-07,27.07.2022,1990.00
2022-07,27.07.2022,2000.00
